1.23619, 51
1.23619, 51
1.23780, 48
1.23458, 51
1.33934, 50
1.34015, 53
1.33692, 51
1.33934, 50
1.44088, 51
1.44168, 51
1.43766, 50
1.44249, 51
1.65201, 49
1.65443, 49
1.65363, 50
1.65201, 49
1.75678, 50
1.75678, 51
1.75436, 50
1.75436, 50
1.85993, 49
1.85912, 50
1.85751, 49
1.85831, 50
1.96227, 50
1.96388, 52
1.96388, 51
1.96469, 50
2.06220, 51
2.06220, 51
2.06220, 50
2.05978, 51
2.16615, 50
2.16535, 50
2.16132, 51
2.16132, 50
2.26044, 51
2.26125, 51
2.26125, 50
2.26125, 51
2.35553, 51
2.35553, 50
2.35795, 51
2.35875, 51
2.44659, 52
2.44579, 51
2.44740, 51
2.44740, 51
2.53685, 50
2.54088, 50
2.53604, 51
2.62388, 50
2.62308, 51
2.62227, 50
2.62630, 51
2.70366, 51
2.70447, 50
2.71172, 50
2.70769, 50
2.78667, 51
2.78828, 50
2.78264, 51
2.77700, 50
2.85516, 51
2.85678, 53
2.85597, 50
2.85839, 51
2.92608, 51
2.92447, 50
2.92205, 51
2.93011, 50
2.99538, 51
2.98894, 50
2.98974, 51
2.99055, 51
3.05260, 50
3.05099, 51
3.05341, 51
3.05099, 50
3.10579, 50
3.10659, 50
3.10015, 50
3.09773, 50
3.15011, 50
3.15333, 53
3.15011, 51
3.15333, 50
3.19121, 51
3.19363, 51
3.19363, 50
3.19282, 51
3.23150, 51
3.22344, 50
3.22667, 50
3.22505, 51
3.25648, 51
3.25890, 50
3.25648, 51
3.25487, 51
3.27905, 50
3.27824, 51
3.28066, 51
3.27824, 51
3.29355, 51
3.29355, 53
3.29758, 50
3.29436, 51
3.30000, 43
3.30000, 42
3.30000, 42
3.30000, 43
3.30000, 42
3.30000, 43
3.30000, 42
3.30000, 43
3.30000, 42
3.30000, 43
3.30000, 42
3.30000, 42
3.30000, 43
3.30000, 42
3.30000, 43
3.30000, 42
3.30000, 43
3.30000, 42
3.28469, 51
3.28227, 53
3.27905, 50
3.28308, 51
3.26212, 50
3.25729, 51
3.25810, 50
3.25729, 51
3.23553, 51
3.22747, 51
3.22747, 50
3.22828, 51
3.19766, 50
3.19604, 51
3.19524, 50
3.19443, 51
3.15656, 51
3.15011, 50
3.15575, 51
3.15736, 51
3.10579, 50
3.10498, 51
3.10256, 50
3.10740, 50
3.05502, 51
3.05179, 50
3.05341, 51
3.05018, 51
2.99377, 50
2.99136, 50
2.99619, 50
2.99297, 51
2.92930, 50
2.92850, 51
2.93092, 50
2.92769, 51
2.86161, 51
2.86000, 50
2.86000, 51
2.86081, 51
2.79070, 50
2.78828, 51
2.79311, 50
2.79150, 51
2.71253, 50
2.71253, 51
2.71736, 50
2.71172, 50
2.62469, 51
2.62388, 50
2.62388, 51
2.62630, 51
2.54088, 50
2.54088, 50
2.54168, 51
2.53927, 50
2.44659, 51
2.45143, 50
2.45143, 51
2.44821, 51
2.35714, 52
2.35634, 51
2.35714, 51
2.35634, 50
2.26286, 51
2.26366, 50
2.26447, 51
2.26850, 51
2.16535, 51
2.16615, 49
2.16615, 50
2.16696, 50
2.06462, 50
2.06864, 49
2.06381, 50
2.06381, 50
1.96549, 50
1.96549, 50
1.96469, 51
1.96872, 50
1.86315, 51
1.86234, 50
1.85993, 50
1.86637, 49
1.75919, 50
1.75678, 51
1.75758, 50
1.75678, 50
1.65685, 49
1.65846, 50
1.65604, 49
1.65524, 50
1.55128, 50
1.55370, 50
1.55692, 50
1.55128, 50
1.45055, 50
1.45136, 50
1.44733, 50
1.44894, 49
1.34418, 52
1.34982, 50
1.34579, 50
1.34659, 50
1.24586, 50
1.24586, 51
1.24505, 50
1.24425, 49
1.14432, 51
1.14755, 49
1.14674, 51
1.14513, 50
1.04923, 51
1.04681, 50
1.04923, 51
1.05326, 50
0.95092, 50
0.95253, 51
0.95575, 50
0.95172, 50
0.85905, 52
0.85824, 51
0.85824, 50
0.76960, 51
0.76960, 50
0.77121, 51
0.77282, 51
0.68418, 50
0.68418, 50
0.68337, 50
0.68337, 50
0.60117, 50
0.60117, 51
0.60681, 50
0.60117, 51
0.52623, 50
0.52703, 51
0.52462, 50
0.52623, 50
0.45209, 51
0.45128, 51
0.45451, 50
0.45209, 50
0.38359, 50
0.38440, 50
0.38440, 51
0.38601, 51
0.32315, 50
0.32073, 50
0.32154, 50
0.32234, 50
0.26110, 50
0.26271, 49
0.26432, 50
0.26271, 50
0.20791, 49
0.20791, 49
0.20872, 50
0.20791, 50
0.16601, 50
0.16762, 50
0.16520, 50
0.16520, 49
0.12168, 50
0.12007, 50
0.12088, 49
0.12088, 50
0.08542, 50
